0.000164033	6.67575e-06
0.00016594	5.96049e-06
0.000167848	6.19891e-06
0.000169517	6.43733e-06
0.000170232	6.19891e-06
0.000171424	6.43733e-06
0.000170709	5.96049e-06
0.000172854	6.19891e-06
0.000172854	7.39101e-06
0.000173331	7.15259e-06
0.000173331	6.91417e-06
0.000174523	7.15259e-06
0.000174523	6.67575e-06
0.000174285	6.43733e-06
0.000173808	7.15259e-06
0.000174762	6.43733e-06
0.000174762	7.15259e-06
0.00017357	6.43733e-06
0.000173808	7.15259e-06
0.00017357	5.96049e-06
0.000174046	7.15259e-06
0.000173093	6.91417e-06
0.000173093	6.91417e-06
0.000172854	5.96049e-06
0.000172139	7.15259e-06
0.000172139	6.67575e-06
0.000172139	6.67575e-06
0.000171901	5.96049e-06
0.000171662	7.15259e-06
0.000171901	5.72208e-06
0.00017047	5.72208e-06
0.000169993	6.43733e-06
0.000169517	6.43733e-06
0.000169755	5.24524e-06
0.000170232	6.67575e-06
0.000169278	5.72208e-06
0.000168324	5.96049e-06
0.00016904	7.15259e-06
0.000167609	6.67575e-06
0.000168324	5.72208e-06
0.000166894	5.72208e-06
0.000167609	5.72208e-06
0.000166417	6.43733e-06
0.000166656	5.96049e-06
0.000165463	5.96049e-06
0.00016594	5.96049e-06
0.000164748	5.96049e-06
0.000164987	5.96049e-06
0.00016451	5.96049e-06
0.000163794	5.96049e-06
0.000163318	5.96049e-06
0.000162602	5.96049e-06
0.000163079	5.96049e-06
0.000162841	5.96049e-06
0.000161649	6.19891e-06
0.000161887	6.67575e-06
0.000161649	5.48366e-06
0.00016141	5.96049e-06
0.000160933	6.43733e-06
0.000159026	5.24524e-06
0.000159265	5.00682e-06
0.000158311	6.43733e-06
0.000157834	6.43733e-06
0.000158549	5.96049e-06
0.000158549	6.43733e-06
0.000157596	6.43733e-06
0.000156404	5.48366e-06
0.000155927	5.24524e-06
0.000156642	5.96049e-06
0.000156165	5.48366e-06
0.000154496	6.43733e-06
0.000154973	5.48366e-06
0.000154973	4.7684e-06
0.000154496	5.96049e-06
0.00015235	6.43733e-06
0.000152112	5.00682e-06
0.000152827	4.7684e-06
0.00015235	5.00682e-06
0.000150681	5.24524e-06
0.000150443	5.00682e-06
0.00015092	4.7684e-06
0.000149966	5.24524e-06
0.000148774	5.48366e-06
0.000149728	5.48366e-06
0.000147582	5.24524e-06
0.000148536	6.43733e-06
0.000146867	6.19891e-06
0.000147105	5.00682e-06
0.000147105	6.19891e-06
0.00014639	6.43733e-06
0.000145436	5.96049e-06
0.000145913	5.96049e-06
0.000145198	5.24524e-06
0.000144483	5.96049e-06
0.00014329	4.7684e-06
0.000144006	5.96049e-06
0.00014329	5.00682e-06
0.000142814	4.7684e-06
0.000141622	4.7684e-06
0.000141145	5.96049e-06
0.000141383	6.43733e-06
0.000140191	5.96049e-06
0.000140429	5.96049e-06
0.000140429	5.24524e-06
0.000139714	6.19891e-06
0.000138999	5.96049e-06
0.000138999	4.7684e-06
0.000138284	5.00682e-06
0.000137807	6.19891e-06
0.000137807	5.48366e-06
0.000137807	6.19891e-06
0.000137092	5.96049e-06
0.000135661	5.72208e-06
0.000135184	5.96049e-06
0.000134469	5.24524e-06
0.000134946	5.48366e-06
0.000134946	5.00682e-06
0.000134231	6.19891e-06
0.000133992	6.43733e-06
0.000134707	5.24524e-06
0.000134469	5.96049e-06
0.000133038	5.00682e-06
0.000132323	5.00682e-06
0.000132562	5.24524e-06
0.000131846	5.96049e-06
0.000130654	5.48366e-06
0.000131131	5.48366e-06
0.00013137	5.48366e-06
0.000130893	5.72208e-06
0.000131131	5.48366e-06
0.000131131	6.43733e-06
0.000131846	5.96049e-06
0.000131608	5.48366e-06
0.000129462	5.48366e-06
0.000128509	6.43733e-06
0.000127555	5.96049e-06
0.000127793	5.72208e-06
0.000126363	5.24524e-06
0.000127793	5.00682e-06
0.000127793	5.48366e-06
0.000128032	5.96049e-06
0.000129939	5.24524e-06
0.000131131	5.96049e-06
0.000131131	5.48366e-06
0.000129701	6.43733e-06
0.000129462	5.48366e-06
0.000129224	6.43733e-06
0.000128032	4.7684e-06
0.000125409	5.72208e-06
0.000124217	5.96049e-06
0.000124217	5.24524e-06
0.000123025	5.72208e-06
0.000123979	5.96049e-06
0.00012374	5.96049e-06
0.000126601	5.96049e-06
0.000127316	5.48366e-06
0.000128747	5.72208e-06
0.000131131	6.43733e-06
0.000131846	6.91417e-06
0.000131608	5.48366e-06
0.000131608	6.43733e-06
0.000131131	5.96049e-06
0.000129462	5.96049e-06
0.000127793	6.43733e-06
0.000124932	6.19891e-06
0.000123263	5.96049e-06
0.000121594	6.43733e-06
0.000119687	5.96049e-06
0.000120163	5.48366e-06
0.000119448	6.67575e-06
0.00012064	5.72208e-06
0.000122071	5.72208e-06
0.000125648	5.72208e-06
0.000127316	5.96049e-06
0.000130416	7.15259e-06
0.000132562	6.91417e-06
0.000134946	5.96049e-06
0.000137092	7.39101e-06
0.000137807	6.67575e-06
0.00013733	7.15259e-06
0.000137568	6.19891e-06
0.0001359	6.43733e-06
0.000134231	7.15259e-06
0.000129939	7.39101e-06
0.000127078	6.67575e-06
0.000124455	5.96049e-06
0.00012064	5.96049e-06
0.000118733	6.43733e-06
0.000116826	5.96049e-06
0.000114441	6.19891e-06
0.00011468	5.72208e-06
0.000115633	5.72208e-06
0.000117302	5.96049e-06
0.000119448	7.15259e-06
0.00012231	6.67575e-06
0.00012684	6.19891e-06
0.000131131	6.43733e-06
0.000135423	6.67575e-06
0.000138522	7.62945e-06
0.000142814	6.67575e-06
